Im going to give you the evaluation results of a face detection model on an modified HPID dataset, Create a results section in an academic paper with scientific writing style in third person
in latex format
original scale
tilt,pan,total_images,true_positives,false_positives,false_negatives,precision,recall,f1_score,accuracy,conf_threshold,scale
0,30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
0,45,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
0,60,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
0,75,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
0,90,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
15,-90,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
15,-75,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,-60,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,-45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,-30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,-15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,0,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,60,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
15,75,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
15,90,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
30,-90,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
30,-75,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
30,-60,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,56
30,-45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
30,-30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
30,-15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
30,0,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
30,15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
30,30,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
30,45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,56
30,60,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
30,75,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,56
30,90,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,56
60,-90,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,56
60,-75,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,56
60,-60,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,56
60,-45,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,56
60,-30,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,56
60,-15,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,56
60,0,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,56
60,15,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,56
60,30,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,56
60,45,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,56
60,60,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,56
60,75,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,56
60,90,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,56
90,0,30,2,0,28,1.0000,0.0667,0.1250,0.0667,0.9,56
48 x 48
tilt,pan,total_images,true_positives,false_positives,false_negatives,precision,recall,f1_score,accuracy,conf_threshold,scale
-90,0,30,2,0,28,1.0000,0.0667,0.1250,0.0667,0.9,48
-60,-90,30,13,0,17,1.0000,0.4333,0.6047,0.4333,0.9,48
-60,-75,30,10,0,20,1.0000,0.3333,0.5000,0.3333,0.9,48
-60,-60,30,12,0,18,1.0000,0.4000,0.5714,0.4000,0.9,48
-60,-45,30,16,0,14,1.0000,0.5333,0.6957,0.5333,0.9,48
-60,-30,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-60,-15,30,8,0,22,1.0000,0.2667,0.4211,0.2667,0.9,48
-60,0,30,5,0,25,1.0000,0.1667,0.2857,0.1667,0.9,48
-60,15,30,8,0,22,1.0000,0.2667,0.4211,0.2667,0.9,48
-60,30,30,6,0,24,1.0000,0.2000,0.3333,0.2000,0.9,48
-60,45,30,5,0,25,1.0000,0.1667,0.2857,0.1667,0.9,48
-60,60,30,6,0,24,1.0000,0.2000,0.3333,0.2000,0.9,48
-60,75,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
-60,90,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
-30,-90,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
-30,-75,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
-30,-60,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
-30,-45,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
-30,-30,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
-30,-15,30,16,0,14,1.0000,0.5333,0.6957,0.5333,0.9,48
-30,0,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-30,15,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-30,30,30,17,0,13,1.0000,0.5667,0.7234,0.5667,0.9,48
-30,45,30,13,0,17,1.0000,0.4333,0.6047,0.4333,0.9,48
-30,60,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-30,75,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-30,90,30,10,0,20,1.0000,0.3333,0.5000,0.3333,0.9,48
-15,-90,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,48
-15,-75,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
-15,-60,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
-15,-45,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
-15,-30,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
-15,-15,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,48
-15,0,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
-15,15,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
-15,30,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
-15,45,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
-15,60,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
-15,75,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
-15,90,30,15,0,15,1.0000,0.5000,0.6667,0.5000,0.9,48
0,-90,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
0,-75,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
0,-60,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
0,-45,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
0,-30,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
0,-15,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
0,0,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
0,15,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,48
0,30,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
0,45,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
0,60,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
0,75,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,48
0,90,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,48
15,-90,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
15,-75,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,48
15,-60,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,48
15,-45,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
15,-30,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
15,-15,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
15,0,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
15,15,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
15,30,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,48
15,45,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
15,60,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
15,75,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
15,90,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
30,-90,30,15,0,15,1.0000,0.5000,0.6667,0.5000,0.9,48
30,-75,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
30,-60,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
30,-45,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
30,-30,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
30,-15,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
30,0,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
30,15,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
30,30,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
30,45,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
30,60,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
30,75,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
30,90,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
60,-90,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
60,-75,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
60,-60,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
60,-45,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
60,-30,30,1,0,29,1.0000,0.0333,0.0645,0.0333,0.9,48
60,-15,30,1,0,29,1.0000,0.0333,0.0645,0.0333,0.9,48
60,0,30,1,0,29,1.0000,0.0333,0.0645,0.0333,0.9,48
60,15,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
60,30,30,6,0,24,1.0000,0.2000,0.3333,0.2000,0.9,48
60,45,30,8,0,22,1.0000,0.2667,0.4211,0.2667,0.9,48
60,60,30,10,0,20,1.0000,0.3333,0.5000,0.3333,0.9,48
60,75,30,9,0,21,1.0000,0.3000,0.4615,0.3000,0.9,48
60,90,30,9,0,21,1.0000,0.3000,0.4615,0.3000,0.9,48
90,0,30,0,0,30,0.0000,0.0000,0.0000,0.0000,0.9,48
48 x 48 with rfb
tilt,pan,total_images,true_positives,false_positives,false_negatives,precision,recall,f1_score,accuracy,conf_threshold,scale
-90,0,30,2,0,28,1.0000,0.0667,0.1250,0.0667,0.9,48
-60,-90,30,5,0,25,1.0000,0.1667,0.2857,0.1667,0.9,48
-60,-75,30,6,0,24,1.0000,0.2000,0.3333,0.2000,0.9,48
-60,-60,30,9,0,21,1.0000,0.3000,0.4615,0.3000,0.9,48
-60,-45,30,9,0,21,1.0000,0.3000,0.4615,0.3000,0.9,48
-60,-30,30,11,0,19,1.0000,0.3667,0.5366,0.3667,0.9,48
-60,-15,30,9,0,21,1.0000,0.3000,0.4615,0.3000,0.9,48
-60,0,30,8,0,22,1.0000,0.2667,0.4211,0.2667,0.9,48
-60,15,30,10,0,20,1.0000,0.3333,0.5000,0.3333,0.9,48
-60,30,30,10,0,20,1.0000,0.3333,0.5000,0.3333,0.9,48
-60,45,30,7,0,23,1.0000,0.2333,0.3784,0.2333,0.9,48
-60,60,30,8,0,22,1.0000,0.2667,0.4211,0.2667,0.9,48
-60,75,30,5,0,25,1.0000,0.1667,0.2857,0.1667,0.9,48
-60,90,30,3,0,27,1.0000,0.1000,0.1818,0.1000,0.9,48
-30,-90,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-30,-75,30,15,0,15,1.0000,0.5000,0.6667,0.5000,0.9,48
-30,-60,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
-30,-45,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,48
-30,-30,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
-30,-15,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,48
-30,0,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
-30,15,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
-30,30,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
-30,45,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
-30,60,30,11,0,19,1.0000,0.3667,0.5366,0.3667,0.9,48
-30,75,30,9,0,21,1.0000,0.3000,0.4615,0.3000,0.9,48
-30,90,30,6,0,24,1.0000,0.2000,0.3333,0.2000,0.9,48
-15,-90,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,48
-15,-75,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
-15,-60,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
-15,-45,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
-15,-30,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
-15,-15,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
-15,0,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
-15,15,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
-15,30,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
-15,45,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
-15,60,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
-15,75,30,13,0,17,1.0000,0.4333,0.6047,0.4333,0.9,48
-15,90,30,8,0,22,1.0000,0.2667,0.4211,0.2667,0.9,48
0,-90,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
0,-75,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
0,-60,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,48
0,-45,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
0,-30,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
0,-15,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
0,0,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
0,15,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,48
0,30,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
0,45,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
0,60,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
0,75,30,18,0,12,1.0000,0.6000,0.7500,0.6000,0.9,48
0,90,30,19,0,11,1.0000,0.6333,0.7755,0.6333,0.9,48
15,-90,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
15,-75,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
15,-60,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
15,-45,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
15,-30,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
15,-15,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
15,0,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
15,15,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
15,30,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,48
15,45,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
15,60,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
15,75,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
15,90,30,22,0,8,1.0000,0.7333,0.8462,0.7333,0.9,48
30,-90,30,21,0,9,1.0000,0.7000,0.8235,0.7000,0.9,48
30,-75,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
30,-60,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
30,-45,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,48
30,-30,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,48
30,-15,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,48
30,0,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
30,15,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,48
30,30,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,48
30,45,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,48
30,60,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
30,75,30,23,0,7,1.0000,0.7667,0.8679,0.7667,0.9,48
30,90,30,20,0,10,1.0000,0.6667,0.8000,0.6667,0.9,48
60,-90,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
60,-75,30,12,0,18,1.0000,0.4000,0.5714,0.4000,0.9,48
60,-60,30,12,0,18,1.0000,0.4000,0.5714,0.4000,0.9,48
60,-45,30,12,0,18,1.0000,0.4000,0.5714,0.4000,0.9,48
60,-30,30,10,0,20,1.0000,0.3333,0.5000,0.3333,0.9,48
60,-15,30,11,0,19,1.0000,0.3667,0.5366,0.3667,0.9,48
60,0,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
60,15,30,12,0,18,1.0000,0.4000,0.5714,0.4000,0.9,48
60,30,30,16,0,14,1.0000,0.5333,0.6957,0.5333,0.9,48
60,45,30,14,0,16,1.0000,0.4667,0.6364,0.4667,0.9,48
60,60,30,17,0,13,1.0000,0.5667,0.7234,0.5667,0.9,48
60,75,30,11,0,19,1.0000,0.3667,0.5366,0.3667,0.9,48
60,90,30,12,0,18,1.0000,0.4000,0.5714,0.4000,0.9,48
90,0,30,0,0,30,0.0000,0.0000,0.0000,0.0000,0.9,48
